dataset,minsup,algorithm,run_type,run_id,campaign_id,expected_output_equivalent_group,log_path
D5N2.5,6%,ClaSP,measured,2,20260118_150328,D5N2.5_0.06_group,logs_itemsets/ClaSP_D5N2.5_0.06_run2_20260118_150328.log
D5N2.5,6%,ClaSP,measured,1,20260118_150328,D5N2.5_0.06_group,logs_itemsets/ClaSP_D5N2.5_0.06_run1_20260118_150328.log
D5N2.5,6%,BIDE+,warmup,1,20260118_150328,D5N2.5_0.06_group,logs_itemsets/BIDE+_D5N2.5_0.06_runwarmup1_20260118_150328.log
D5N2.5,6%,BIDE+,measured,3,20260118_150328,D5N2.5_0.06_group,logs_itemsets/BIDE+_D5N2.5_0.06_run3_20260118_150328.log
D5N2.5,6%,BIDE+,measured,2,20260118_150328,D5N2.5_0.06_group,logs_itemsets/BIDE+_D5N2.5_0.06_run2_20260118_150328.log
D5N2.5,6%,BIDE+,measured,1,20260118_150328,D5N2.5_0.06_group,logs_itemsets/BIDE+_D5N2.5_0.06_run1_20260118_150328.log
D5N2.5,5%,TriBack-Clo-Java,warmup,1,20260118_150328,D5N2.5_0.05_group,logs_itemsets/TriBack-Clo-Java_D5N2.5_0.05_runwarmup1_20260118_150328.log
D5N2.5,5%,TriBack-Clo-Java,measured,3,20260118_150328,D5N2.5_0.05_group,logs_itemsets/TriBack-Clo-Java_D5N2.5_0.05_run3_20260118_150328.log
D5N2.5,5%,TriBack-Clo-Java,measured,2,20260118_150328,D5N2.5_0.05_group,logs_itemsets/TriBack-Clo-Java_D5N2.5_0.05_run2_20260118_150328.log
D5N2.5,5%,TriBack-Clo-Java,measured,1,20260118_150328,D5N2.5_0.05_group,logs_itemsets/TriBack-Clo-Java_D5N2.5_0.05_run1_20260118_150328.log
D5N2.5,5%,CloSpan,warmup,1,20260118_150328,D5N2.5_0.05_group,logs_itemsets/CloSpan_D5N2.5_0.05_runwarmup1_20260118_150328.log
D5N2.5,5%,CloSpan,measured,3,20260118_150328,D5N2.5_0.05_group,logs_itemsets/CloSpan_D5N2.5_0.05_run3_20260118_150328.log
D5N2.5,5%,CloSpan,measured,2,20260118_150328,D5N2.5_0.05_group,logs_itemsets/CloSpan_D5N2.5_0.05_run2_20260118_150328.log
D5N2.5,5%,CloSpan,measured,1,20260118_150328,D5N2.5_0.05_group,logs_itemsets/CloSpan_D5N2.5_0.05_run1_20260118_150328.log
D5N2.5,5%,CloFast,warmup,1,20260118_150328,D5N2.5_0.05_group,logs_itemsets/CloFast_D5N2.5_0.05_runwarmup1_20260118_150328.log
D5N2.5,5%,CloFast,measured,3,20260118_150328,D5N2.5_0.05_group,logs_itemsets/CloFast_D5N2.5_0.05_run3_20260118_150328.log
D5N2.5,5%,CloFast,measured,2,20260118_150328,D5N2.5_0.05_group,logs_itemsets/CloFast_D5N2.5_0.05_run2_20260118_150328.log
D5N2.5,5%,CloFast,measured,1,20260118_150328,D5N2.5_0.05_group,logs_itemsets/CloFast_D5N2.5_0.05_run1_20260118_150328.log
D5N2.5,5%,ClaSP,warmup,1,20260118_150328,D5N2.5_0.05_group,logs_itemsets/ClaSP_D5N2.5_0.05_runwarmup1_20260118_150328.log
D5N2.5,5%,ClaSP,measured,3,20260118_150328,D5N2.5_0.05_group,logs_itemsets/ClaSP_D5N2.5_0.05_run3_20260118_150328.log
D5N2.5,5%,ClaSP,measured,2,20260118_150328,D5N2.5_0.05_group,logs_itemsets/ClaSP_D5N2.5_0.05_run2_20260118_150328.log
D5N2.5,5%,ClaSP,measured,1,20260118_150328,D5N2.5_0.05_group,logs_itemsets/ClaSP_D5N2.5_0.05_run1_20260118_150328.log
D5N2.5,5%,BIDE+,warmup,1,20260118_150328,D5N2.5_0.05_group,logs_itemsets/BIDE+_D5N2.5_0.05_runwarmup1_20260118_150328.log
D5N2.5,5%,BIDE+,measured,3,20260118_150328,D5N2.5_0.05_group,logs_itemsets/BIDE+_D5N2.5_0.05_run3_20260118_150328.log
D5N2.5,5%,BIDE+,measured,2,20260118_150328,D5N2.5_0.05_group,logs_itemsets/BIDE+_D5N2.5_0.05_run2_20260118_150328.log
D5N2.5,5%,BIDE+,measured,1,20260118_150328,D5N2.5_0.05_group,logs_itemsets/BIDE+_D5N2.5_0.05_run1_20260118_150328.log
D5N2.5,4%,TriBack-Clo-Java,warmup,1,20260118_150328,D5N2.5_0.04_group,logs_itemsets/TriBack-Clo-Java_D5N2.5_0.04_runwarmup1_20260118_150328.log
D5N2.5,4%,TriBack-Clo-Java,measured,3,20260118_150328,D5N2.5_0.04_group,logs_itemsets/TriBack-Clo-Java_D5N2.5_0.04_run3_20260118_150328.log
D5N2.5,4%,TriBack-Clo-Java,measured,2,20260118_150328,D5N2.5_0.04_group,logs_itemsets/TriBack-Clo-Java_D5N2.5_0.04_run2_20260118_150328.log
D5N2.5,4%,TriBack-Clo-Java,measured,1,20260118_150328,D5N2.5_0.04_group,logs_itemsets/TriBack-Clo-Java_D5N2.5_0.04_run1_20260118_150328.log
D5N2.5,4%,CloSpan,warmup,1,20260118_150328,D5N2.5_0.04_group,logs_itemsets/CloSpan_D5N2.5_0.04_runwarmup1_20260118_150328.log
D5N2.5,4%,CloSpan,measured,3,20260118_150328,D5N2.5_0.04_group,logs_itemsets/CloSpan_D5N2.5_0.04_run3_20260118_150328.log
D5N2.5,4%,CloSpan,measured,2,20260118_150328,D5N2.5_0.04_group,logs_itemsets/CloSpan_D5N2.5_0.04_run2_20260118_150328.log
D5N2.5,4%,CloSpan,measured,1,20260118_150328,D5N2.5_0.04_group,logs_itemsets/CloSpan_D5N2.5_0.04_run1_20260118_150328.log
D5N2.5,4%,CloFast,warmup,1,20260118_150328,D5N2.5_0.04_group,logs_itemsets/CloFast_D5N2.5_0.04_runwarmup1_20260118_150328.log
D5N2.5,4%,CloFast,measured,3,20260118_150328,D5N2.5_0.04_group,logs_itemsets/CloFast_D5N2.5_0.04_run3_20260118_150328.log
D5N2.5,4%,CloFast,measured,2,20260118_150328,D5N2.5_0.04_group,logs_itemsets/CloFast_D5N2.5_0.04_run2_20260118_150328.log
D5N2.5,4%,CloFast,measured,1,20260118_150328,D5N2.5_0.04_group,logs_itemsets/CloFast_D5N2.5_0.04_run1_20260118_150328.log
D5N2.5,4%,ClaSP,warmup,1,20260118_150328,D5N2.5_0.04_group,logs_itemsets/ClaSP_D5N2.5_0.04_runwarmup1_20260118_150328.log
D5N2.5,4%,ClaSP,measured,3,20260118_150328,D5N2.5_0.04_group,logs_itemsets/ClaSP_D5N2.5_0.04_run3_20260118_150328.log
D5N2.5,4%,ClaSP,measured,2,20260118_150328,D5N2.5_0.04_group,logs_itemsets/ClaSP_D5N2.5_0.04_run2_20260118_150328.log
D5N2.5,4%,ClaSP,measured,1,20260118_150328,D5N2.5_0.04_group,logs_itemsets/ClaSP_D5N2.5_0.04_run1_20260118_150328.log
D5N2.5,4%,BIDE+,warmup,1,20260118_150328,D5N2.5_0.04_group,logs_itemsets/BIDE+_D5N2.5_0.04_runwarmup1_20260118_150328.log
D5N2.5,4%,BIDE+,measured,3,20260118_150328,D5N2.5_0.04_group,logs_itemsets/BIDE+_D5N2.5_0.04_run3_20260118_150328.log
D5N2.5,4%,BIDE+,measured,2,20260118_150328,D5N2.5_0.04_group,logs_itemsets/BIDE+_D5N2.5_0.04_run2_20260118_150328.log
D5N2.5,4%,BIDE+,measured,1,20260118_150328,D5N2.5_0.04_group,logs_itemsets/BIDE+_D5N2.5_0.04_run1_20260118_150328.log
D5N2.5,3%,TriBack-Clo-Java,warmup,1,20260118_150328,D5N2.5_0.03_group,logs_itemsets/TriBack-Clo-Java_D5N2.5_0.03_runwarmup1_20260118_150328.log
D5N2.5,3%,TriBack-Clo-Java,measured,3,20260118_150328,D5N2.5_0.03_group,logs_itemsets/TriBack-Clo-Java_D5N2.5_0.03_run3_20260118_150328.log
D5N2.5,3%,TriBack-Clo-Java,measured,2,20260118_150328,D5N2.5_0.03_group,logs_itemsets/TriBack-Clo-Java_D5N2.5_0.03_run2_20260118_150328.log
D5N2.5,3%,TriBack-Clo-Java,measured,1,20260118_150328,D5N2.5_0.03_group,logs_itemsets/TriBack-Clo-Java_D5N2.5_0.03_run1_20260118_150328.log
D5N2.5,3%,CloSpan,warmup,1,20260118_150328,D5N2.5_0.03_group,logs_itemsets/CloSpan_D5N2.5_0.03_runwarmup1_20260118_150328.log
D5N2.5,3%,CloSpan,measured,3,20260118_150328,D5N2.5_0.03_group,logs_itemsets/CloSpan_D5N2.5_0.03_run3_20260118_150328.log
D5N2.5,3%,CloSpan,measured,2,20260118_150328,D5N2.5_0.03_group,logs_itemsets/CloSpan_D5N2.5_0.03_run2_20260118_150328.log
D5N2.5,3%,CloSpan,measured,1,20260118_150328,D5N2.5_0.03_group,logs_itemsets/CloSpan_D5N2.5_0.03_run1_20260118_150328.log
D5N2.5,3%,CloFast,warmup,1,20260118_150328,D5N2.5_0.03_group,logs_itemsets/CloFast_D5N2.5_0.03_runwarmup1_20260118_150328.log
D5N2.5,3%,CloFast,measured,3,20260118_150328,D5N2.5_0.03_group,logs_itemsets/CloFast_D5N2.5_0.03_run3_20260118_150328.log
D5N2.5,3%,CloFast,measured,2,20260118_150328,D5N2.5_0.03_group,logs_itemsets/CloFast_D5N2.5_0.03_run2_20260118_150328.log
D5N2.5,3%,CloFast,measured,1,20260118_150328,D5N2.5_0.03_group,logs_itemsets/CloFast_D5N2.5_0.03_run1_20260118_150328.log
D5N2.5,3%,ClaSP,warmup,1,20260118_150328,D5N2.5_0.03_group,logs_itemsets/ClaSP_D5N2.5_0.03_runwarmup1_20260118_150328.log
D5N2.5,3%,ClaSP,measured,3,20260118_150328,D5N2.5_0.03_group,logs_itemsets/ClaSP_D5N2.5_0.03_run3_20260118_150328.log
D5N2.5,3%,ClaSP,measured,2,20260118_150328,D5N2.5_0.03_group,logs_itemsets/ClaSP_D5N2.5_0.03_run2_20260118_150328.log
D5N2.5,3%,ClaSP,measured,1,20260118_150328,D5N2.5_0.03_group,logs_itemsets/ClaSP_D5N2.5_0.03_run1_20260118_150328.log
D5N2.5,3%,BIDE+,warmup,1,20260118_150328,D5N2.5_0.03_group,logs_itemsets/BIDE+_D5N2.5_0.03_runwarmup1_20260118_150328.log
D5N2.5,3%,BIDE+,measured,3,20260118_150328,D5N2.5_0.03_group,logs_itemsets/BIDE+_D5N2.5_0.03_run3_20260118_150328.log
D5N2.5,3%,BIDE+,measured,2,20260118_150328,D5N2.5_0.03_group,logs_itemsets/BIDE+_D5N2.5_0.03_run2_20260118_150328.log
D5N2.5,3%,BIDE+,measured,1,20260118_150328,D5N2.5_0.03_group,logs_itemsets/BIDE+_D5N2.5_0.03_run1_20260118_150328.log
D5N2.5,10%,TriBack-Clo-Java,warmup,1,20260118_150328,D5N2.5_0.1_group,logs_itemsets/TriBack-Clo-Java_D5N2.5_0.1_runwarmup1_20260118_150328.log
D5N2.5,10%,TriBack-Clo-Java,measured,3,20260118_150328,D5N2.5_0.1_group,logs_itemsets/TriBack-Clo-Java_D5N2.5_0.1_run3_20260118_150328.log
D5N2.5,10%,TriBack-Clo-Java,measured,2,20260118_150328,D5N2.5_0.1_group,logs_itemsets/TriBack-Clo-Java_D5N2.5_0.1_run2_20260118_150328.log
D5N2.5,10%,TriBack-Clo-Java,measured,1,20260118_150328,D5N2.5_0.1_group,logs_itemsets/TriBack-Clo-Java_D5N2.5_0.1_run1_20260118_150328.log
D5N2.5,10%,CloSpan,warmup,1,20260118_150328,D5N2.5_0.1_group,logs_itemsets/CloSpan_D5N2.5_0.1_runwarmup1_20260118_150328.log
D5N2.5,10%,CloSpan,measured,3,20260118_150328,D5N2.5_0.1_group,logs_itemsets/CloSpan_D5N2.5_0.1_run3_20260118_150328.log
D5N2.5,10%,CloSpan,measured,2,20260118_150328,D5N2.5_0.1_group,logs_itemsets/CloSpan_D5N2.5_0.1_run2_20260118_150328.log
D5N2.5,10%,CloSpan,measured,1,20260118_150328,D5N2.5_0.1_group,logs_itemsets/CloSpan_D5N2.5_0.1_run1_20260118_150328.log
D5N2.5,10%,CloFast,warmup,1,20260118_150328,D5N2.5_0.1_group,logs_itemsets/CloFast_D5N2.5_0.1_runwarmup1_20260118_150328.log
D5N2.5,10%,CloFast,measured,3,20260118_150328,D5N2.5_0.1_group,logs_itemsets/CloFast_D5N2.5_0.1_run3_20260118_150328.log
D5N2.5,10%,CloFast,measured,2,20260118_150328,D5N2.5_0.1_group,logs_itemsets/CloFast_D5N2.5_0.1_run2_20260118_150328.log
D5N2.5,10%,CloFast,measured,1,20260118_150328,D5N2.5_0.1_group,logs_itemsets/CloFast_D5N2.5_0.1_run1_20260118_150328.log
D5N2.5,10%,ClaSP,warmup,1,20260118_150328,D5N2.5_0.1_group,logs_itemsets/ClaSP_D5N2.5_0.1_runwarmup1_20260118_150328.log
D5N2.5,10%,ClaSP,measured,3,20260118_150328,D5N2.5_0.1_group,logs_itemsets/ClaSP_D5N2.5_0.1_run3_20260118_150328.log
D5N2.5,10%,ClaSP,measured,2,20260118_150328,D5N2.5_0.1_group,logs_itemsets/ClaSP_D5N2.5_0.1_run2_20260118_150328.log
D5N2.5,10%,ClaSP,measured,1,20260118_150328,D5N2.5_0.1_group,logs_itemsets/ClaSP_D5N2.5_0.1_run1_20260118_150328.log
D5N2.5,10%,BIDE+,warmup,1,20260118_150328,D5N2.5_0.1_group,logs_itemsets/BIDE+_D5N2.5_0.1_runwarmup1_20260118_150328.log
D5N2.5,10%,BIDE+,measured,3,20260118_150328,D5N2.5_0.1_group,logs_itemsets/BIDE+_D5N2.5_0.1_run3_20260118_150328.log
D5N2.5,10%,BIDE+,measured,2,20260118_150328,D5N2.5_0.1_group,logs_itemsets/BIDE+_D5N2.5_0.1_run2_20260118_150328.log
D5N2.5,10%,BIDE+,measured,1,20260118_150328,D5N2.5_0.1_group,logs_itemsets/BIDE+_D5N2.5_0.1_run1_20260118_150328.log
D5N1.6,8%,TriBack-Clo-Java,warmup,1,20260118_150328,D5N1.6_0.08_group,logs_itemsets/TriBack-Clo-Java_D5N1.6_0.08_runwarmup1_20260118_150328.log
D5N1.6,8%,TriBack-Clo-Java,measured,3,20260118_150328,D5N1.6_0.08_group,logs_itemsets/TriBack-Clo-Java_D5N1.6_0.08_run3_20260118_150328.log
D5N1.6,8%,TriBack-Clo-Java,measured,2,20260118_150328,D5N1.6_0.08_group,logs_itemsets/TriBack-Clo-Java_D5N1.6_0.08_run2_20260118_150328.log
D5N1.6,8%,TriBack-Clo-Java,measured,1,20260118_150328,D5N1.6_0.08_group,logs_itemsets/TriBack-Clo-Java_D5N1.6_0.08_run1_20260118_150328.log
D5N1.6,8%,CloSpan,warmup,1,20260118_150328,D5N1.6_0.08_group,logs_itemsets/CloSpan_D5N1.6_0.08_runwarmup1_20260118_150328.log
D5N1.6,8%,CloSpan,measured,3,20260118_150328,D5N1.6_0.08_group,logs_itemsets/CloSpan_D5N1.6_0.08_run3_20260118_150328.log
D5N1.6,8%,CloSpan,measured,2,20260118_150328,D5N1.6_0.08_group,logs_itemsets/CloSpan_D5N1.6_0.08_run2_20260118_150328.log
D5N1.6,8%,CloSpan,measured,1,20260118_150328,D5N1.6_0.08_group,logs_itemsets/CloSpan_D5N1.6_0.08_run1_20260118_150328.log
D5N1.6,8%,CloFast,warmup,1,20260118_150328,D5N1.6_0.08_group,logs_itemsets/CloFast_D5N1.6_0.08_runwarmup1_20260118_150328.log
D5N1.6,8%,CloFast,measured,3,20260118_150328,D5N1.6_0.08_group,logs_itemsets/CloFast_D5N1.6_0.08_run3_20260118_150328.log
D5N1.6,8%,CloFast,measured,2,20260118_150328,D5N1.6_0.08_group,logs_itemsets/CloFast_D5N1.6_0.08_run2_20260118_150328.log
D5N1.6,8%,CloFast,measured,1,20260118_150328,D5N1.6_0.08_group,logs_itemsets/CloFast_D5N1.6_0.08_run1_20260118_150328.log
D5N1.6,8%,ClaSP,warmup,1,20260118_150328,D5N1.6_0.08_group,logs_itemsets/ClaSP_D5N1.6_0.08_runwarmup1_20260118_150328.log
D5N1.6,8%,ClaSP,measured,3,20260118_150328,D5N1.6_0.08_group,logs_itemsets/ClaSP_D5N1.6_0.08_run3_20260118_150328.log
D5N1.6,8%,ClaSP,measured,2,20260118_150328,D5N1.6_0.08_group,logs_itemsets/ClaSP_D5N1.6_0.08_run2_20260118_150328.log
D5N1.6,8%,ClaSP,measured,1,20260118_150328,D5N1.6_0.08_group,logs_itemsets/ClaSP_D5N1.6_0.08_run1_20260118_150328.log
D5N1.6,8%,BIDE+,warmup,1,20260118_150328,D5N1.6_0.08_group,logs_itemsets/BIDE+_D5N1.6_0.08_runwarmup1_20260118_150328.log
D5N1.6,8%,BIDE+,measured,3,20260118_150328,D5N1.6_0.08_group,logs_itemsets/BIDE+_D5N1.6_0.08_run3_20260118_150328.log
D5N1.6,8%,BIDE+,measured,2,20260118_150328,D5N1.6_0.08_group,logs_itemsets/BIDE+_D5N1.6_0.08_run2_20260118_150328.log
D5N1.6,8%,BIDE+,measured,1,20260118_150328,D5N1.6_0.08_group,logs_itemsets/BIDE+_D5N1.6_0.08_run1_20260118_150328.log
D5N1.6,7%,TriBack-Clo-Java,warmup,1,20260118_150328,D5N1.6_0.07_group,logs_itemsets/TriBack-Clo-Java_D5N1.6_0.07_runwarmup1_20260118_150328.log
D5N1.6,7%,TriBack-Clo-Java,measured,3,20260118_150328,D5N1.6_0.07_group,logs_itemsets/TriBack-Clo-Java_D5N1.6_0.07_run3_20260118_150328.log
D5N1.6,7%,TriBack-Clo-Java,measured,2,20260118_150328,D5N1.6_0.07_group,logs_itemsets/TriBack-Clo-Java_D5N1.6_0.07_run2_20260118_150328.log
D5N1.6,7%,TriBack-Clo-Java,measured,1,20260118_150328,D5N1.6_0.07_group,logs_itemsets/TriBack-Clo-Java_D5N1.6_0.07_run1_20260118_150328.log
D5N1.6,7%,CloSpan,warmup,1,20260118_150328,D5N1.6_0.07_group,logs_itemsets/CloSpan_D5N1.6_0.07_runwarmup1_20260118_150328.log
D5N1.6,7%,CloSpan,measured,3,20260118_150328,D5N1.6_0.07_group,logs_itemsets/CloSpan_D5N1.6_0.07_run3_20260118_150328.log
D5N1.6,7%,CloSpan,measured,2,20260118_150328,D5N1.6_0.07_group,logs_itemsets/CloSpan_D5N1.6_0.07_run2_20260118_150328.log
D5N1.6,7%,CloSpan,measured,1,20260118_150328,D5N1.6_0.07_group,logs_itemsets/CloSpan_D5N1.6_0.07_run1_20260118_150328.log
D5N1.6,7%,CloFast,warmup,1,20260118_150328,D5N1.6_0.07_group,logs_itemsets/CloFast_D5N1.6_0.07_runwarmup1_20260118_150328.log
D5N1.6,7%,CloFast,measured,3,20260118_150328,D5N1.6_0.07_group,logs_itemsets/CloFast_D5N1.6_0.07_run3_20260118_150328.log
D5N1.6,7%,CloFast,measured,2,20260118_150328,D5N1.6_0.07_group,logs_itemsets/CloFast_D5N1.6_0.07_run2_20260118_150328.log
D5N1.6,7%,CloFast,measured,1,20260118_150328,D5N1.6_0.07_group,logs_itemsets/CloFast_D5N1.6_0.07_run1_20260118_150328.log
D5N1.6,7%,ClaSP,warmup,1,20260118_150328,D5N1.6_0.07_group,logs_itemsets/ClaSP_D5N1.6_0.07_runwarmup1_20260118_150328.log
D5N1.6,7%,ClaSP,measured,3,20260118_150328,D5N1.6_0.07_group,logs_itemsets/ClaSP_D5N1.6_0.07_run3_20260118_150328.log
D5N1.6,7%,ClaSP,measured,2,20260118_150328,D5N1.6_0.07_group,logs_itemsets/ClaSP_D5N1.6_0.07_run2_20260118_150328.log
D5N1.6,7%,ClaSP,measured,1,20260118_150328,D5N1.6_0.07_group,logs_itemsets/ClaSP_D5N1.6_0.07_run1_20260118_150328.log
D5N1.6,7%,BIDE+,warmup,1,20260118_150328,D5N1.6_0.07_group,logs_itemsets/BIDE+_D5N1.6_0.07_runwarmup1_20260118_150328.log
D5N1.6,7%,BIDE+,measured,3,20260118_150328,D5N1.6_0.07_group,logs_itemsets/BIDE+_D5N1.6_0.07_run3_20260118_150328.log
D5N1.6,7%,BIDE+,measured,2,20260118_150328,D5N1.6_0.07_group,logs_itemsets/BIDE+_D5N1.6_0.07_run2_20260118_150328.log
D5N1.6,7%,BIDE+,measured,1,20260118_150328,D5N1.6_0.07_group,logs_itemsets/BIDE+_D5N1.6_0.07_run1_20260118_150328.log
D5N1.6,6%,TriBack-Clo-Java,warmup,1,20260118_150328,D5N1.6_0.06_group,logs_itemsets/TriBack-Clo-Java_D5N1.6_0.06_runwarmup1_20260118_150328.log
D5N1.6,6%,TriBack-Clo-Java,measured,3,20260118_150328,D5N1.6_0.06_group,logs_itemsets/TriBack-Clo-Java_D5N1.6_0.06_run3_20260118_150328.log
D5N1.6,6%,TriBack-Clo-Java,measured,2,20260118_150328,D5N1.6_0.06_group,logs_itemsets/TriBack-Clo-Java_D5N1.6_0.06_run2_20260118_150328.log
D5N1.6,6%,TriBack-Clo-Java,measured,1,20260118_150328,D5N1.6_0.06_group,logs_itemsets/TriBack-Clo-Java_D5N1.6_0.06_run1_20260118_150328.log
D5N1.6,6%,CloSpan,warmup,1,20260118_150328,D5N1.6_0.06_group,logs_itemsets/CloSpan_D5N1.6_0.06_runwarmup1_20260118_150328.log
D5N1.6,6%,CloSpan,measured,3,20260118_150328,D5N1.6_0.06_group,logs_itemsets/CloSpan_D5N1.6_0.06_run3_20260118_150328.log
D5N1.6,6%,CloSpan,measured,2,20260118_150328,D5N1.6_0.06_group,logs_itemsets/CloSpan_D5N1.6_0.06_run2_20260118_150328.log
D5N1.6,6%,CloSpan,measured,1,20260118_150328,D5N1.6_0.06_group,logs_itemsets/CloSpan_D5N1.6_0.06_run1_20260118_150328.log
D5N1.6,6%,CloFast,warmup,1,20260118_150328,D5N1.6_0.06_group,logs_itemsets/CloFast_D5N1.6_0.06_runwarmup1_20260118_150328.log
D5N1.6,6%,CloFast,measured,3,20260118_150328,D5N1.6_0.06_group,logs_itemsets/CloFast_D5N1.6_0.06_run3_20260118_150328.log
D5N1.6,6%,CloFast,measured,2,20260118_150328,D5N1.6_0.06_group,logs_itemsets/CloFast_D5N1.6_0.06_run2_20260118_150328.log
D5N1.6,6%,CloFast,measured,1,20260118_150328,D5N1.6_0.06_group,logs_itemsets/CloFast_D5N1.6_0.06_run1_20260118_150328.log
D5N1.6,6%,ClaSP,warmup,1,20260118_150328,D5N1.6_0.06_group,logs_itemsets/ClaSP_D5N1.6_0.06_runwarmup1_20260118_150328.log
D5N1.6,6%,ClaSP,measured,3,20260118_150328,D5N1.6_0.06_group,logs_itemsets/ClaSP_D5N1.6_0.06_run3_20260118_150328.log
D5N1.6,6%,ClaSP,measured,2,20260118_150328,D5N1.6_0.06_group,logs_itemsets/ClaSP_D5N1.6_0.06_run2_20260118_150328.log
D5N1.6,6%,ClaSP,measured,1,20260118_150328,D5N1.6_0.06_group,logs_itemsets/ClaSP_D5N1.6_0.06_run1_20260118_150328.log
D5N1.6,6%,BIDE+,warmup,1,20260118_150328,D5N1.6_0.06_group,logs_itemsets/BIDE+_D5N1.6_0.06_runwarmup1_20260118_150328.log
D5N1.6,6%,BIDE+,measured,3,20260118_150328,D5N1.6_0.06_group,logs_itemsets/BIDE+_D5N1.6_0.06_run3_20260118_150328.log
D5N1.6,6%,BIDE+,measured,2,20260118_150328,D5N1.6_0.06_group,logs_itemsets/BIDE+_D5N1.6_0.06_run2_20260118_150328.log
D5N1.6,6%,BIDE+,measured,1,20260118_150328,D5N1.6_0.06_group,logs_itemsets/BIDE+_D5N1.6_0.06_run1_20260118_150328.log
D5N1.6,5%,TriBack-Clo-Java,warmup,1,20260118_150328,D5N1.6_0.05_group,logs_itemsets/TriBack-Clo-Java_D5N1.6_0.05_runwarmup1_20260118_150328.log
D5N1.6,5%,TriBack-Clo-Java,measured,3,20260118_150328,D5N1.6_0.05_group,logs_itemsets/TriBack-Clo-Java_D5N1.6_0.05_run3_20260118_150328.log
D5N1.6,5%,TriBack-Clo-Java,measured,2,20260118_150328,D5N1.6_0.05_group,logs_itemsets/TriBack-Clo-Java_D5N1.6_0.05_run2_20260118_150328.log
D5N1.6,5%,TriBack-Clo-Java,measured,1,20260118_150328,D5N1.6_0.05_group,logs_itemsets/TriBack-Clo-Java_D5N1.6_0.05_run1_20260118_150328.log
D5N1.6,5%,CloSpan,warmup,1,20260118_150328,D5N1.6_0.05_group,logs_itemsets/CloSpan_D5N1.6_0.05_runwarmup1_20260118_150328.log
D5N1.6,5%,CloSpan,measured,3,20260118_150328,D5N1.6_0.05_group,logs_itemsets/CloSpan_D5N1.6_0.05_run3_20260118_150328.log
D5N1.6,5%,CloSpan,measured,2,20260118_150328,D5N1.6_0.05_group,logs_itemsets/CloSpan_D5N1.6_0.05_run2_20260118_150328.log
D5N1.6,5%,CloSpan,measured,1,20260118_150328,D5N1.6_0.05_group,logs_itemsets/CloSpan_D5N1.6_0.05_run1_20260118_150328.log
D5N1.6,5%,CloFast,warmup,1,20260118_150328,D5N1.6_0.05_group,logs_itemsets/CloFast_D5N1.6_0.05_runwarmup1_20260118_150328.log
D5N1.6,5%,CloFast,measured,3,20260118_150328,D5N1.6_0.05_group,logs_itemsets/CloFast_D5N1.6_0.05_run3_20260118_150328.log
D5N1.6,5%,CloFast,measured,2,20260118_150328,D5N1.6_0.05_group,logs_itemsets/CloFast_D5N1.6_0.05_run2_20260118_150328.log
D5N1.6,5%,CloFast,measured,1,20260118_150328,D5N1.6_0.05_group,logs_itemsets/CloFast_D5N1.6_0.05_run1_20260118_150328.log
D5N1.6,5%,ClaSP,warmup,1,20260118_150328,D5N1.6_0.05_group,logs_itemsets/ClaSP_D5N1.6_0.05_runwarmup1_20260118_150328.log
D5N1.6,5%,ClaSP,measured,3,20260118_150328,D5N1.6_0.05_group,logs_itemsets/ClaSP_D5N1.6_0.05_run3_20260118_150328.log
D5N1.6,5%,ClaSP,measured,2,20260118_150328,D5N1.6_0.05_group,logs_itemsets/ClaSP_D5N1.6_0.05_run2_20260118_150328.log
D5N1.6,5%,ClaSP,measured,1,20260118_150328,D5N1.6_0.05_group,logs_itemsets/ClaSP_D5N1.6_0.05_run1_20260118_150328.log
D5N1.6,5%,BIDE+,warmup,1,20260118_150328,D5N1.6_0.05_group,logs_itemsets/BIDE+_D5N1.6_0.05_runwarmup1_20260118_150328.log
D5N1.6,5%,BIDE+,measured,3,20260118_150328,D5N1.6_0.05_group,logs_itemsets/BIDE+_D5N1.6_0.05_run3_20260118_150328.log
D5N1.6,5%,BIDE+,measured,2,20260118_150328,D5N1.6_0.05_group,logs_itemsets/BIDE+_D5N1.6_0.05_run2_20260118_150328.log
D5N1.6,5%,BIDE+,measured,1,20260118_150328,D5N1.6_0.05_group,logs_itemsets/BIDE+_D5N1.6_0.05_run1_20260118_150328.log
D5N1.6,4%,TriBack-Clo-Java,warmup,1,20260118_150328,D5N1.6_0.04_group,logs_itemsets/TriBack-Clo-Java_D5N1.6_0.04_runwarmup1_20260118_150328.log
D5N1.6,4%,TriBack-Clo-Java,measured,3,20260118_150328,D5N1.6_0.04_group,logs_itemsets/TriBack-Clo-Java_D5N1.6_0.04_run3_20260118_150328.log
D5N1.6,4%,TriBack-Clo-Java,measured,2,20260118_150328,D5N1.6_0.04_group,logs_itemsets/TriBack-Clo-Java_D5N1.6_0.04_run2_20260118_150328.log
D5N1.6,4%,TriBack-Clo-Java,measured,1,20260118_150328,D5N1.6_0.04_group,logs_itemsets/TriBack-Clo-Java_D5N1.6_0.04_run1_20260118_150328.log
D5N1.6,4%,CloSpan,warmup,1,20260118_150328,D5N1.6_0.04_group,logs_itemsets/CloSpan_D5N1.6_0.04_runwarmup1_20260118_150328.log
